invoiceNumber,accountingCode,AccountName,invoiceDate,invoiceFrom,invoiceTo,Description,numberOfCalls,callDuration,FeeAmount
3873,DRP01,Dr Pieter Russouw INC,07/15/2018,06/15/2018,07/14/2018,Special,35,16589,88.84
4220,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,50,8185,48.68
4220,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
4220,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,149,12292,154.16
4220,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,30,3826,23.74
4220,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,159,21845,106.40
3947,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
3947,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,159,21845,106.40
3947,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,30,3826,23.74
3947,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,149,12292,154.16
3947,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,50,8185,48.68
3949,EDE01,Eden Park Management CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,4,21,0.25
4223,EDE01,Eden Park Management CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,4,21,0.25
3917,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,130,16069,166.64
3917,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,17,4868,27.82
3917,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
3917,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,156,13213,143.94
3917,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3917,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,109,10285,68.17
4184,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,109,10285,68.17
4184,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4184,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
4184,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,156,13213,143.94
4184,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,130,16069,166.64
4184,EDW01,EDWARD SEARLE (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,17,4868,27.82
3918,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,National,1,176,0.95
4185,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Special,60,20743,106.07
3918,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,440.00
4185,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,National,1,176,0.95
4185,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Local,273,24495,151.34
4185,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,440.00
3918,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,491,45922,499.86
3918,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Special,60,20743,106.07
3918,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,National,281,38027,286.28
3918,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Local,273,24495,151.34
4185,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,National,281,38027,286.28
4185,EDW02,Edward Searle (PTY) LTD Johannesburg,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,491,45922,499.86
3959,EDMC01,Enovation Digital Marketing Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,45,4545,45.45
3959,EDMC01,Enovation Digital Marketing Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3959,EDMC01,Enovation Digital Marketing Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,10,0.10
4009,EDMC01,Enovation Digital Marketing Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,10,0.10
4009,EDMC01,Enovation Digital Marketing Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
4009,EDMC01,Enovation Digital Marketing Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,45,4545,45.45
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,8,0.10
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,649.00
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,National,143,67629,395.72
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Special,391,167698,689.64
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,750,71318,835.21
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Special,1,39,0.00
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Local,349,54843,293.53
3883,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,SAIX Line,0,0,1350.00
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,649.00
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Local,349,54843,293.53
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,SAIX Line,0,0,1350.00
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Special,391,167698,689.64
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,National,143,67629,395.72
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Special,1,39,0.00
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,8,0.10
4148,ENR01,Enriching Life CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,750,71318,835.21
3966,EVO01,EVOLVE FITNESS (EDMS) BPK,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
4025,EVO01,EVOLVE FITNESS (EDMS) BPK,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,6,542,6.79
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,66,11145,62.42
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,10,3018,12.08
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,4,0.05
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,3,1948,6.87
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,1,23,0.34
3773,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,106,11252,140.98
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,1,23,0.34
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,4,0.05
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,3,1948,6.87
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,106,11252,140.98
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,10,3018,12.08
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,6,542,6.79
4029,FEL01,Fellowship Business Solutions (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,66,11145,62.42
4021,REB01,FHCOM (PTY) LTD Rebels with a cause,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3964,REB01,FHCOM (PTY) LTD Rebels with a cause,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3836,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Local,46,4939,27.74
3836,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,41,8368,90.82
3836,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Special,21,10393,2.85
3836,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3836,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
4101,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Local,46,4939,27.74
4101,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
4101,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4101,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Special,21,10393,2.85
4101,FIN01,Financial Hub Accounting 2 CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,41,8368,90.82
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,National,2,305,1.53
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,99,10194,119.36
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Local,91,13802,76.26
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,National,22,2307,14.59
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Special,12,4394,11.20
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,13,814,9.55
4059,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Special,1,232,0.00
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,National,2,305,1.53
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,13,814,9.55
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Special,1,232,0.00
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Special,12,4394,11.20
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,99,10194,119.36
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,National,22,2307,14.59
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Local,91,13802,76.26
3800,FLA01,Flantrade Investments CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,6,2919,60.70
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,51,10053,69.51
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,1,27,0.12
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,39,6677,76.96
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,291,41395,279.25
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1070,135627,1564.96
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,383,38972,238.96
4064,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,291,41395,279.25
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,1,27,0.12
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,51,10053,69.51
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,6,2919,60.70
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,39,6677,76.96
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1070,135627,1564.96
3804,FLE01,Fleet and Time Cape (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,383,38972,238.96
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,288,36466,290.39
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,3300,270856,2951.04
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,140,29549,179.72
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,140,29549,179.72
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,30,3996,72.57
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,240,21061,229.41
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,2749,248561,1348.69
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,288,36466,290.39
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,240,21061,229.41
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,13,526,3.13
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,3300,270856,2951.04
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,2749,248561,1348.69
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,2,8,0.10
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,2,8,0.10
4150,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,30,3996,72.57
3885,FOR01,Formeset Print (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,13,526,3.13
3953,FOX01,Foxcroft Restaurant (Pty) Ltd,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3977,FOX01,Foxcroft Restaurant (Pty) Ltd,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3742,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1028,90474,1134.74
3742,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,National,82,13355,82.04
3742,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Local,654,78938,413.98
3742,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 4 - 8 Lines,0,0,430.00
3742,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,3,164,2.06
3742,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Special,54,12448,61.52
3980,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,3,164,2.06
3980,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Special,54,12448,61.52
3980,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,National,82,13355,82.04
3980,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Local,654,78938,413.98
3980,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1028,90474,1134.74
3980,FRE01,Frederick Paule Styn Inc,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 4 - 8 Lines,0,0,430.00
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,7,1094,26.11
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,52,4029,43.93
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,857,87547,610.48
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,1047,103728,703.85
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Virtual Access,2049,211238,608.08
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1760,124766,1360.41
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,126,17722,127.92
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Redundancy,0,0,299.00
3829,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Virtual Access,57,4194,12.11
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Virtual Access,57,4194,12.11
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,7,1094,26.11
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,1047,103728,703.85
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1760,124766,1360.41
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,857,87547,610.48
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,126,17722,127.92
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Virtual Access,2049,211238,608.08
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Redundancy,0,0,299.00
4092,FRE02,Freight Innovations (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,52,4029,43.93
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,3,93,1.03
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,131,33498,168.91
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,1400.00
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,2398,187598,2043.99
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,267,14189,155.15
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,4,183,0.78
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,220,34965,242.23
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,712,90648,502.28
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,48,14511,313.11
4109,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,6,1052,3.74
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,6,1052,3.74
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,48,14511,313.11
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,131,33498,168.91
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,3,93,1.03
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,2398,187598,2043.99
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,1400.00
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,712,90648,502.28
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,267,14189,155.15
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,220,34965,242.23
3844,GAS01,Gascon a Division of Southey Holdings (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,4,183,0.78
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Local,297,48524,217.06
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Local,7,333,1.45
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,440.00
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,47,0.54
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Special,15,3555,23.66
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,National,35,5093,37.74
3828,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,158,15740,179.14
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,440.00
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Local,297,48524,217.06
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,47,0.54
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,National,35,5093,37.74
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Local,7,333,1.45
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Special,15,3555,23.66
4091,GER01,Geracare (PTY) LTD t/a Geratec,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,158,15740,179.14
4173,GER02,Germani Transport (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3906,GER02,Germani Transport (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4226,GER03,Germani Transport P/L Springs,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,61,0.77
4226,GER03,Germani Transport P/L Springs,07/15/2018,06/15/2018,07/14/2018,National,10,1352,7.55
4226,GER03,Germani Transport P/L Springs,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,44,2352,29.56
3951,GER03,Germani Transport P/L Springs,07/15/2018,06/15/2018,07/14/2018,National,10,1352,7.55
3951,GER03,Germani Transport P/L Springs,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,44,2352,29.56
3951,GER03,Germani Transport P/L Springs,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,61,0.77
4187,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,1,328,3.56
4187,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,National,40,7909,67.75
4187,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,213,21695,236.12
4187,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4187,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,Local,134,14243,69.72
4187,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,Special,13,2294,12.71
3920,GIL01,Giliomee INC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,1,328,3.56
